Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_13""), ""120"")",Chrome 148.0.7778.217,,,03-06-2026 22:06:44,03-06-2026 22:06:45,0.941s,PASSED
"click(findTestObject(""Page_- GiPM/button_Simpan Project""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:45,03-06-2026 22:06:46,0.602s,PASSED
"verifyTextNotPresent(""Pengembangan sistem manajemen proyek berbasis App"", false)",Chrome 148.0.7778.217,,,03-06-2026 22:06:46,03-06-2026 22:06:47,0.659s,PASSED
,,,,,,,
Test Cases/TS-02_ManajemenDataProyek/TC-02-03_User Kosong,Chrome 148.0.7778.217,,,03-06-2026 22:06:47,03-06-2026 22:07:13,26.274s,PASSED
"openBrowser("""")",Chrome 148.0.7778.217,,,03-06-2026 22:06:47,03-06-2026 22:06:48,1.453s,PASSED
"navigateToUrl(""https://gipm.destroidmous.my.id/login"")",Chrome 148.0.7778.217,,,03-06-2026 22:06:48,03-06-2026 22:06:49,0.358s,PASSED
"setText(findTestObject(""Page_Log in - GiPM/input_Email""), ""Arnor@gmail.com"")",Chrome 148.0.7778.217,,,03-06-2026 22:06:49,03-06-2026 22:06:50,1.269s,PASSED
"setEncryptedText(findTestObject(""Page_Log in - GiPM/input_Password""), ""yjcyc3Nku24="")",Chrome 148.0.7778.217,,,03-06-2026 22:06:50,03-06-2026 22:06:50,0.369s,PASSED
"click(findTestObject(""Page_Log in - GiPM/button_Log in""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:50,03-06-2026 22:06:51,0.401s,PASSED
"click(findTestObject(""Page_Dashboard - GiPM/a_Projects""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:51,03-06-2026 22:06:52,0.998s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2""), ""Sistem Manajemen Proyek Test Berbasis Web"")",Chrome 148.0.7778.217,,,03-06-2026 22:06:52,03-06-2026 22:06:53,1.199s,PASSED
"click(findTestObject(""Page_- GiPM/input_Login - 21""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:53,03-06-2026 22:06:53,0.617s,PASSED
"click(findTestObject(""Page_- GiPM/input_Logout - 3""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:53,03-06-2026 22:06:54,0.616s,PASSED
"click(findTestObject(""Page_- GiPM/input_Edit profil - 6""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:54,03-06-2026 22:06:55,0.618s,PASSED
"click(findTestObject(""Page_- GiPM/span_ganti password - 7""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:55,03-06-2026 22:06:55,0.626s,PASSED
"click(findTestObject(""Page_- GiPM/span_CRUD manajemen user  role - 30""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:55,03-06-2026 22:06:56,0.604s,PASSED
"click(findTestObject(""Page_- GiPM/span_CRUD Profil dan Identitas Desa - 13""))",Chrome 148.0.7778.217,,,03-06-2026 22:06:56,03-06-2026 22:06:57,0.632s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_1""), ""5"")",Chrome 148.0.7778.217,,,03-06-2026 22:06:57,03-06-2026 22:06:58,1.036s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_2""), ""Pengembangan sistem manajemen proyek berbasis App"")",Chrome 148.0.7778.217,,,03-06-2026 22:06:58,03-06-2026 22:06:59,1.125s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_3""), ""120"")",Chrome 148.0.7778.217,,,03-06-2026 22:06:59,03-06-2026 22:07:00,0.997s,PASSED
"click(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_4""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:00,03-06-2026 22:07:00,0.590s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_5""), ""8"")",Chrome 148.0.7778.217,,,03-06-2026 22:07:00,03-06-2026 22:07:01,0.725s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_6""), ""50000"")",Chrome 148.0.7778.217,,,03-06-2026 22:07:01,03-06-2026 22:07:02,0.940s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_7""), ""500"")",Chrome 148.0.7778.217,,,03-06-2026 22:07:02,03-06-2026 22:07:03,0.976s,PASSED
"click(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_8""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:03,03-06-2026 22:07:03,0.572s,PASSED
"click(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_9""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:03,03-06-2026 22:07:04,0.406s,PASSED
"click(findTestObject(""Page_- GiPM/div_Biaya Awal Proyek""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:04,03-06-2026 22:07:04,0.404s,PASSED
"click(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_8""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:04,03-06-2026 22:07:05,0.356s,PASSED
"doubleClick(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_8""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:05,03-06-2026 22:07:05,0.451s,PASSED
"click(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_8""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:05,03-06-2026 22:07:06,0.407s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_9""), ""15000000"")",Chrome 148.0.7778.217,,,03-06-2026 22:07:06,03-06-2026 22:07:06,0.802s,PASSED
"click(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_10""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:06,03-06-2026 22:07:07,0.656s,PASSED
"click(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_11""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:07,03-06-2026 22:07:07,0.426s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_10""), ""300"")",Chrome 148.0.7778.217,,,03-06-2026 22:07:07,03-06-2026 22:07:08,0.773s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_12""), ""5000000"")",Chrome 148.0.7778.217,,,03-06-2026 22:07:08,03-06-2026 22:07:09,1.020s,PASSED
"setText(findTestObject(""Page_- GiPM/input_w-full border rounded px-3 py-2_13""), ""120"")",Chrome 148.0.7778.217,,,03-06-2026 22:07:09,03-06-2026 22:07:10,0.928s,PASSED
"click(findTestObject(""Page_- GiPM/button_Simpan Project""))",Chrome 148.0.7778.217,,,03-06-2026 22:07:10,03-06-2026 22:07:12,2.068s,PASSED
"verifyTextNotPresent(""Pengembangan sistem manajemen proyek berbasis App"", false)",Chrome 148.0.7778.217,,,03-06-2026 22:07:12,03-06-2026 22:07:13,0.747s,PASSED
